"Version","Class","Domain","Data Collection Scenario/Implementation Option","Variable Order","CDASHIG Variable","CDASHIG Variable Label","DRAFT CDASHIG Definition","Question Text","Prompt","Type","CDASHIG Core","Case Report Form Completion Instructions","SDTMIG Target","Mapping Instructions","CDISC CT Codelist Code(s), Subset Codes(s)","Codelist Submission Value","Implementation Notes"
"CDASHIG v2.3","Findings","PE","PE-Traditional","18","PEBODSYS","Body System or Organ Class","Body system or organ class that is involved for a finding from the standard hierarchy for dictionary-coded results.","What is/was the [body system/ organ system]?","[Body System/Organ System]","Char","O",,"PEBODSYS","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","PEBODSYS should be assigned using a coding system. If included on the CRF, it is prepopulated and must be paired by the sponsor with specific verbatim terms. If not included on the CRF, PEBODSYS is assigned through the coding process."
"CDASHIG v2.3","Findings","PE","PE-Traditional","19","PEMODIFY","Physical Exam Modified Reported Term","If the value for PEORRES is modified for coding purposes, then the modified text is placed here.",,,"Char","O",,"PEMODIFY","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","This is not a data collection field that would appear on the CRF. Sponsors will populate this through the coding process. PEMODIFY contains any modified text used for coding. Used only when the reported abnormalities in PEORRES are coded to a dictionary. This is in contrast to Events and Interventions domains, where the topic variable (TERM or TRT) is modified for coding."
"CDASHIG v2.3","Findings","PE","PE-Traditional","20","PELOC","Location of Physical Exam Finding","A description of the anatomical location of the subject, relevant to the collection of physical examination.","What was the anatomical location of the body system examined or the finding?","Anatomical Location","Char","O","Indicate the anatomical location of the abnormal finding.","PELOC","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C74456","LOC","Collected or pre-printed when the sponsor needs to identify the specific anatomical location. Sponsors may collect the data using a subset list of controlled terminology on the CRF. LAT, DIR, and PORTOT are used to further describe the anatomical location."
"CDASHIG v2.3","Findings","PE","PE-Traditional","21","PELAT","Physical Exam Laterality","Qualifier for anatomical location, further detailing the side of the body.","What was the side of the anatomical location of the body system examined or the finding?","Side","Char","O","Record the side of the anatomical location of the abnormal finding.","PELAT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C99073","LAT","May be pre-printed or collected when the sponsor needs to identify the specific side of the anatomical location. Sponsors may collect the data using a subset list of controlled terminology on the CRF."
"CDASHIG v2.3","Findings","PE","PE-Traditional","22","PEDIR","Physical Exam Directionality","Qualifier further detailing the position of the anatomical location, relative to the center of the body, organ, or specimen.","What was the directionality of the anatomical location of the of the body system examined or the finding?","Directionality","Char","O","Record the directionality of the anatomical location of the abnormal finding.","","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C99074","DIR","May be pre-printed or collected when the sponsor needs to identify the directionality of the anatomical location. Sponsors may collect the data using a subset list of controlled terminology on the CRF."
"CDASHIG v2.3","Findings","PE","PE-Traditional","23","PEPORTOT","PE Location Portion or Totality","Qualifier for anatomical location, further detailing the distribution (i.e., arrangement of, apportioning of).","What was the portion or totality of the anatomical location of the body system examined or the finding?","Portion or Totality","Char","O","Indicate the proportionality of the anatomical location of the of the abnormal finding.","","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C99075","PORTOT","Collected when the sponsor needs to identify the specific portionality for the anatomical locations. Sponsors may collect the data using a subset list of controlled terminology on the CRF."
"CDASHIG v2.3","Findings","PE","PE-Traditional","24","PEMETHOD","PE Method of Test or Examination","Method of the test or examination.","What was the method used for the test or examination?","Method","Char","O","Record the method of test or examination.","PEMETHOD","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C85492","METHOD","This information may be collected when more than 1 method is possible, and collecting the method used is necessary."
"CDASHIG v2.3","Findings","SC","SC - Implementation Options: HorizontalGeneric","1","STUDYID","Study Identifier","A unique identifier for a study","What is the study identifier?","[Protocol/Study]","Char","HR",,"STUDYID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Although this field is not typically captured on a CRF, it should be displayed clearly on the CRF and/or in the EDC system. This field can be included in the database or populated during SDTM-based dataset creation before submission."
"CDASHIG v2.3","Findings","SC","SC - Implementation Options: HorizontalGeneric","2","SITEID","Study Site Identifier","A unique identifier for a site within a study.","What is the site identifier?","Site (Identifier)","Char","HR",,"SITEID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Paper: This is typically preprinted in the header of each CRF page for single-site studies. For studies with multiple sites, this field may be left blank so that the number can be recorded by the site, or it may be preprinted on the CRFs that are shipped to each site. \n EDC: This should be prepopulated."
"CDASHIG v2.3","Findings","SC","SC - Implementation Options: HorizontalGeneric","3","SUBJID","Subject Identifier for the Study","A unique subject identifier within a site and a study.","What [is/was] the (study) [subject/participant] identifier?","[Subject/Participant] (Identifier)","Char","HR","Record the identifier for the subject.","SUBJID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Paper: This is typically recorded in the header of each CRF page. EDC: The subject identifiers may be provided to the site using a prepopulated list in the system. This CDASH variable is typically collected in all CDASH domains. However, this CDASH variable is populated only in the SDTMIG DM domain. For more information, refer to the SDTM."
"CDASHIG v2.3","Findings","SC","SC - Implementation Options: HorizontalGeneric","4","VISIT","Visit Name","The name of a clinical encounter that encompasses planned and unplanned trial interventions, procedures, and assessments that may be performed on a subject.","What is the visit name?","[Visit]","Char","R/C",,"VISIT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","This CDASH variable is typically collected in all CDASH domains. However, this CDASH variable is represented only in the SDTMIG DM domain. For more information, refer to SDTM Table 2.2.4."
